id,code,name,levelid,parentid
3259EB97-5FB2-44FD-A1EB-B3302EF9EE3E,06DSC19,Mekouale,90e35999-a64f-4312-ba8f-bc13a1311c75,30A13588-BE5A-44E7-8A58-5156C7CCE5A0
D60A5B0E-C6B5-41DA-BA4A-622B437EB8B2,06DSC19V,Mekouale,89e35999-a64f-4312-ba8f-bc13a1311f21,3259EB97-5FB2-44FD-A1EB-B3302EF9EE3E
BA7E61A6-7EB5-4AAC-BEAD-35A9269492F2,06DSC20,Ndoh-Djutsitsa,90e35999-a64f-4312-ba8f-bc13a1311c75,30A13588-BE5A-44E7-8A58-5156C7CCE5A0
A387A468-5233-4CE5-91B9-B5EDBEE9B5EB,06DSC20V,Ndoh-Djutsitsa,89e35999-a64f-4312-ba8f-bc13a1311f21,BA7E61A6-7EB5-4AAC-BEAD-35A9269492F2
BEBF2B6B-62E8-41EC-96C3-D3B516C23E79,06DSC21,Nkeuli,90e35999-a64f-4312-ba8f-bc13a1311c75,30A13588-BE5A-44E7-8A58-5156C7CCE5A0
BEAABC86-3869-49B4-9541-B896EAF77FC3,06DSC21V,Nkeuli,89e35999-a64f-4312-ba8f-bc13a1311f21,BEBF2B6B-62E8-41EC-96C3-D3B516C23E79
CAD5E4F2-EFF4-4334-86BE-7A1E5F69BA28,06DSC22,siteu,90e35999-a64f-4312-ba8f-bc13a1311c75,30A13588-BE5A-44E7-8A58-5156C7CCE5A0
91AF4DDD-64B1-42AF-9C6E-9DBF5AE5EDCC,06DSC22V,siteu,89e35999-a64f-4312-ba8f-bc13a1311f21,CAD5E4F2-EFF4-4334-86BE-7A1E5F69BA28
29EA9AF5-D9E4-4398-A6F7-02FF3A006273,06FOT,Foumbot,93c05138-4550-4461-9e8a-79d5f050c223,F9C5C81D-7139-4AAC-8489-61B299326C79
CFC8C4C5-D5AD-48B6-BA71-9DDC7B8D07A3,06FOT01,Baigom,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
5487D1DD-CE65-43EA-BBFE-77E56F6D70DD,06FOT01V,Baigom,89e35999-a64f-4312-ba8f-bc13a1311f21,CFC8C4C5-D5AD-48B6-BA71-9DDC7B8D07A3
E74C46EB-E0CB-46E4-ACBB-DEFE6877F1A4,06FOT02,Baigom II,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
4829FD74-8F21-416A-82D8-8BFDA502648B,06FOT02V,Baigom II,89e35999-a64f-4312-ba8f-bc13a1311f21,E74C46EB-E0CB-46E4-ACBB-DEFE6877F1A4
D5679A8E-0C56-4C5E-8EF5-1A8883B723A6,06FOT03,Fosset,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
36977F41-6879-4CFC-B4CF-F0C2C8532E28,06FOT03V,Fosset,89e35999-a64f-4312-ba8f-bc13a1311f21,D5679A8E-0C56-4C5E-8EF5-1A8883B723A6
42A0F920-5992-4D3F-8868-79FCC7C7514E,06FOT04,Foumbot I,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
A9D16DD2-AD14-4BA8-A527-F5D4CA67C397,06FOT04V,Foumbot I,89e35999-a64f-4312-ba8f-bc13a1311f21,42A0F920-5992-4D3F-8868-79FCC7C7514E
874CB8C5-D448-46B8-86B1-165286589925,06FOT05,Foumbot II,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
E0F3ACC1-B1D6-4A50-82E7-A1F093D0A56A,06FOT05V,Foumbot II,89e35999-a64f-4312-ba8f-bc13a1311f21,874CB8C5-D448-46B8-86B1-165286589925
D482A94B-D33B-47A4-B250-3F54C4A0EBF5,06FOT06,Foumbot III,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
F5D5D69F-DA91-4991-8596-18C1A024FC5B,06FOT06V,Foumbot III,89e35999-a64f-4312-ba8f-bc13a1311f21,D482A94B-D33B-47A4-B250-3F54C4A0EBF5
37980CE8-7662-4229-BB42-487323D3C012,06FOT07,Foumbot IV,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
898ABE23-76BE-4FFC-A7F1-ABF42DA29F65,06FOT07V,Foumbot IV,89e35999-a64f-4312-ba8f-bc13a1311f21,37980CE8-7662-4229-BB42-487323D3C012
26DA7AA1-1516-4EEA-88CC-3E1B5DAA0016,06FOT08,Foumbot V,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
F55C6FCC-BC63-4C90-B81C-39641B4ACD87,06FOT08V,Foumbot V,89e35999-a64f-4312-ba8f-bc13a1311f21,26DA7AA1-1516-4EEA-88CC-3E1B5DAA0016
7AB93C79-8E6A-4896-A948-AACC50628D51,06FOT09,Maka II,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
F65AB17E-10B3-43E7-81BB-4EC212D643AD,06FOT09V,Maka II,89e35999-a64f-4312-ba8f-bc13a1311f21,7AB93C79-8E6A-4896-A948-AACC50628D51
D4A3B101-4E6C-47D4-83DD-C876A1CC2DB5,06FOT10,Momo,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
9393C2EC-9A8C-4226-A73F-2038B446E895,06FOT10V,Momo,89e35999-a64f-4312-ba8f-bc13a1311f21,D4A3B101-4E6C-47D4-83DD-C876A1CC2DB5
8E23E6A6-CB41-455D-BEEE-C466B10E276C,06FOT11,Njone,90e35999-a64f-4312-ba8f-bc13a1311c75,29EA9AF5-D9E4-4398-A6F7-02FF3A006273
F940FB0E-84E7-45D3-A16D-4C52F9881249,06FOT11V,Njone,89e35999-a64f-4312-ba8f-bc13a1311f21,8E23E6A6-CB41-455D-BEEE-C466B10E276C
C7E57D5D-7277-4B2C-A3E0-BD07412C0F24,06FOU,Foumban,93c05138-4550-4461-9e8a-79d5f050c223,F9C5C81D-7139-4AAC-8489-61B299326C79
E81B1039-8501-4415-A00D-52DF4E2E7236,06FOU01,Bafole,90e35999-a64f-4312-ba8f-bc13a1311c75,C7E57D5D-7277-4B2C-A3E0-BD07412C0F24
EAD57EA9-C6EB-4DE4-9A73-3C2E0B805059,06FOU01V,Bafole,89e35999-a64f-4312-ba8f-bc13a1311f21,E81B1039-8501-4415-A00D-52DF4E2E7236
E43FBC31-BF1A-4A5C-8909-FA8BF4AC5DBA,06FOU02,Foumban Nord,90e35999-a64f-4312-ba8f-bc13a1311c75,C7E57D5D-7277-4B2C-A3E0-BD07412C0F24
F5177B10-6A8D-40AC-907F-D6627E8B0146,06FOU02V,Foumban Nord,89e35999-a64f-4312-ba8f-bc13a1311f21,E43FBC31-BF1A-4A5C-8909-FA8BF4AC5DBA
0D7C78A3-DF3C-495F-9F4A-13C0C654244A,06FOU03,Foumban Ouest,90e35999-a64f-4312-ba8f-bc13a1311c75,C7E57D5D-7277-4B2C-A3E0-BD07412C0F24
702D102F-4FE8-451F-98AD-DD2776E4E6FA,06FOU03V,Foumban Ouest,89e35999-a64f-4312-ba8f-bc13a1311f21,0D7C78A3-DF3C-495F-9F4A-13C0C654244A
